Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
48256;82,7;48,4;10,3;1,752;119,79;26,75;1252;5,5;0,00;0,00;0,14;0,81;0,94;0,59;0,00;0;20,33
48336;82,7;48,4;11,1;1,517;101,23;23,75;1317;5,5;0,00;0,00;0,14;3,72;0,92;3,81;0,00;0;20,33
48416;82,7;48,4;12,2;1,725;115,47;27,75;1347;7,1;0,00;0,00;0,14;4,02;1,05;4,53;0,00;0;20,33
48497;82,7;48,4;13,3;2,157;144,04;33,75;1311;7,1;0,00;0,00;0,14;4,37;1,05;4,65;0,00;0;20,33
48576;82,7;48,4;14,4;2,077;138,02;32,75;1328;7,1;0,00;0,00;0,14;4,74;1,03;4,70;0,00;0;20,33
48658;82,7;48,4;15,2;2,221;147,77;35,75;1353;7,5;0,00;0,00;0,14;5,11;1,07;4,74;0,00;0;20,33
48736;82,7;48,4;15,6;2,200;145,74;34,75;1334;7,5;0,00;0,00;0,14;5,47;1,03;4,76;0,00;0;20,33
48817;82,7;48,4;16,3;2,131;140,06;32,75;1309;7,5;0,00;0,00;0,14;5,84;1,03;4,78;0,00;0;20,33
48895;82,7;48,4;17,1;2,168;142,52;32,75;1286;7,5;0,00;0,00;0,14;6,20;1,03;4,78;0,00;0;20,33
48977;82,7;48,4;17,1;2,093;136,16;30,75;1265;7,5;0,00;0,00;0,14;6,57;1,02;4,80;0,00;0;20,33
49056;82,7;48,4;16,7;2,451;160,23;35,75;1248;7,5;0,00;0,00;0,14;6,94;1,07;4,80;0,00;0;20,33
49137;82,7;48,4;16,3;2,504;162,86;35,75;1228;7,5;0,00;0,00;0,14;7,31;1,09;4,80;0,00;0;20,33
49218;82,7;48,4;16,3;2,318;149,64;32,75;1225;7,5;0,00;0,00;0,14;7,71;1,09;4,82;0,00;0;20,33
49297;82,7;48,4;16,3;2,398;154,55;33,75;1222;7,5;0,00;0,00;0,14;8,12;1,03;4,82;0,00;0;20,33
49377;82,7;48,4;15,9;2,531;162,69;34,75;1195;7,5;0,00;0,00;0,14;8,50;1,03;4,82;0,00;0;20,33
49456;82,7;48,4;15,2;2,558;163,54;32,75;1121;7,5;0,00;0,00;0,14;8,85;1,07;4,82;0,00;0;20,33
49537;82,7;48,4;14,8;2,419;153,45;29,75;1086;7,5;0,00;0,00;0,14;9,18;1,00;4,82;0,00;0;20,33
49624;82,7;48,4;15,6;2,232;141,24;29,75;1180;7,5;0,00;0,00;0,14;9,53;1,03;4,82;0,00;0;20,33
49707;82,7;48,4;16,7;2,243;142,01;33,75;1330;7,5;0,00;0,00;0,14;9,90;1,09;4,80;0,00;0;20,33
49787;82,7;48,4;17,8;2,248;142,52;34,75;1364;7,5;0,00;0,00;0,14;10,27;1,07;2,30;0,00;0;20,33
49866;82,7;48,4;18,2;2,184;140,31;33,75;1346;7,5;0,00;0,00;0,14;8,39;1,07;2,60;0,00;0;20,33
49947;82,7;48,4;18,2;2,168;135,14;32,75;1356;7,5;0,00;0,00;0,14;11,93;1,07;4,68;0,00;0;20,33
50027;82,7;48,4;18,9;2,248;140,06;35,75;1428;7,5;0,00;0,00;0,14;12,30;1,09;4,76;0,00;0;20,33
50107;82,7;48,4;20,0;2,195;136,24;36,75;1508;6,3;0,00;0,00;0,14;12,70;1,07;4,80;0,00;0;20,33
50187;82,7;48,4;20,8;1,629;100,72;27,75;1544;4,7;0,00;0,00;0,14;13,05;0,98;4,80;0,00;0;20,33
50267;82,7;48,4;20,0;1,410;86,98;23,75;1532;4,7;0,00;0,00;0,14;13,31;0,94;4,80;0,00;0;20,33
50347;82,7;48,4;19,7;1,426;87,66;23,75;1521;4,7;0,00;0,00;0,14;13,54;0,96;4,59;0,00;0;20,33
50428;82,7;47,6;20,0;1,250;78,00;21,75;1567;4,7;0,00;0,00;0,14;12,39;0,90;1,13;0,00;0;20,33
50506;82,7;47,6;20,8;1,324;82,49;23,75;1616;4,7;0,00;0,00;0,14;12,17;0,92;0,78;0,00;0;20,33
50589;82,7;47,6;21,5;1,282;80,71;23,75;1652;4,7;0,00;0,00;0,14;11,91;0,92;0,66;0,00;0;20,33
50667;82,7;47,6;21,2;1,223;76,98;22,75;1659;4,7;0,00;0,00;0,14;11,67;0,90;0,59;0,00;0;20,33
50747;82,7;47,6;21,5;1,324;83,85;24,75;1655;4,3;0,00;0,00;0,14;11,44;0,92;0,55;0,00;0;20,33
50826;82,7;47,6;21,5;1,319;83,42;24,75;1664;4,3;0,00;0,00;0,14;11,19;0,96;0,53;0,00;0;20,33
50908;82,7;47,6;14,1;1,404;88,85;26,75;1688;5,1;0,00;0,00;0,14;10,94;0,94;0,53;0,00;0;20,33
50988;82,7;47,6;14,8;1,538;97,33;29,75;1712;5,9;0,00;0,00;0,14;10,68;1,03;0,51;0,00;0;20,33
51068;82,7;47,6;15,9;1,794;114,45;35,75;1747;5,9;0,00;0,00;0,14;10,36;1,09;0,51;0,00;0;20,33
51146;82,7;47,6;17,4;1,618;103,52;32,75;1771;5,9;0,00;0,00;0,14;9,95;1,03;0,51;0,00;0;20,33
51226;82,7;47,6;18,9;1,714;110,04;34,75;1767;5,9;0,00;0,00;0,14;9,57;1,09;0,51;0,00;0;20,33
51306;82,7;47,6;20,0;1,613;103,77;32,75;1766;5,9;0,00;0,00;0,14;9,17;1,05;0,51;0,00;0;20,33
51386;82,7;47,6;21,5;1,597;103,35;32,75;1774;5,9;0,00;0,00;0,14;8,79;1,13;0,51;0,00;0;20,33
51466;82,7;47,6;23,0;1,645;106,74;34,75;1821;5,9;0,00;0,00;0,14;8,39;1,09;0,51;0,00;0;20,33
51546;82,7;47,6;24,5;1,784;115,81;38,75;1870;5,9;0,00;0,00;0,14;8,00;1,15;0,53;0,00;0;20,33
51626;82,7;47,6;25,6;1,719;112,42;37,75;1877;5,9;0,00;0,00;0,14;7,55;1,13;0,55;0,00;0;20,33
51706;82,7;47,6;25,6;1,655;108,94;36,75;1887;5,9;0,00;0,00;0,14;7,10;1,09;0,55;0,00;0;20,33
51787;82,7;47,6;25,3;1,490;98,77;33,75;1911;5,9;0,00;0,00;0,14;6,67;1,07;0,55;0,00;0;20,33
51867;82,7;47,6;26,0;1,677;111,57;38,75;1942;5,9;0,00;0,00;0,14;6,29;1,09;0,55;0,00;0;20,33
51947;82,7;47,6;25,6;1,650;110,04;38,75;1968;5,9;0,00;0,00;0,14;5,92;1,11;0,55;0,00;0;20,33
52026;82,7;47,6;26,0;1,768;118,01;41,75;1976;5,9;0,00;0,00;0,14;5,52;1,19;0,57;0,00;0;20,33
52107;82,7;47,6;23,0;1,495;100,80;35,75;1984;6,3;0,00;0,00;0,14;5,06;1,11;0,61;0,00;0;20,33
52186;82,7;47,6;23,8;1,645;111,06;39,75;2000;6,3;0,00;0,00;0,14;4,62;1,13;0,62;0,00;0;20,33
52266;82,7;47,6;25,6;1,618;109,79;39,75;2024;6,3;0,00;0,00;0,14;4,17;1,13;0,59;0,00;0;20,33
52347;82,7;47,6;26,0;1,474;100,63;36,75;2042;6,3;0,00;0,00;0,14;3,73;1,11;0,59;0,00;0;20,33
52427;82,7;47,6;26,4;1,634;111,74;40,75;2038;6,3;0,00;0,00;0,14;3,32;1,13;0,59;0,00;0;20,33
52506;82,7;47,6;26,4;1,703;116,91;42,75;2043;6,3;0,00;0,00;0,14;2,88;1,15;0,59;0,00;0;20,33
52588;82,7;47,6;26,0;1,399;96,73;35,75;2067;6,3;0,00;0,00;0,14;2,42;1,09;0,61;0,00;0;20,33
52665;82,7;47,6;26,4;1,533;106,65;39,75;2083;6,3;0,00;0,00;0,14;1,99;1,11;0,61;0,00;0;20,33
52746;82,7;47,6;26,4;1,522;106,23;39,75;2091;6,3;0,00;0,00;0,14;1,55;1,15;0,61;0,00;0;20,33
52828;82,7;47,6;26,4;1,586;111,15;41,75;2098;6,3;0,00;0,00;0,14;1,07;1,15;0,64;0,00;0;20,33
52908;82,7;47,6;26,8;1,725;121,49;45,75;2103;6,3;0,00;0,00;0,14;0,59;1,19;0,64;0,00;0;20,33
52988;82,7;46,9;26,4;1,629;115,13;43,75;2122;6,3;0,00;0,00;0,14;0,05;1,17;0,62;0,00;0;20,33
53067;82,7;46,9;26,4;1,463;104,11;39,75;2133;6,3;0,00;0,00;0,14;-0,45;1,17;0,61;0,00;0;20,33
53148;82,7;46,9;26,4;1,522;108,94;41,75;2141;6,3;0,00;0,00;0,14;-0,92;1,19;0,59;0,00;0;20,33
53227;82,7;46,9;26,4;1,517;108,77;41,75;2144;6,3;0,00;0,00;0,14;-1,43;1,15;0,59;0,00;0;20,33
53306;82,7;46,9;26,8;1,426;103,26;39,75;2151;6,3;0,00;0,00;0,14;-1,88;1,15;0,62;0,00;0;20,33
53387;82,7;46,9;26,4;1,340;97,50;37,75;2165;6,3;0,00;0,00;0,14;-2,30;1,09;0,64;0,00;0;20,33
53467;82,7;46,9;26,8;1,426;104,19;40,75;2185;6,3;0,00;0,00;0,14;-2,73;1,13;0,72;0,00;0;20,33
53546;82,7;46,9;26,8;1,447;106,40;41,75;2193;6,3;0,00;0,00;0,14;-3,20;1,19;1,11;0,00;0;20,33
53627;82,7;46,9;26,8;1,522;108,94;42,75;2192;6,3;0,00;0,00;0,14;-0,61;1,19;3,03;0,00;0;20,33
53706;82,7;46,9;26,8;1,559;111,32;43,75;2196;6,3;0,00;0,00;0,14;-0,17;1,21;4,27;0,00;0;20,33
53788;82,7;46,9;26,8;1,629;115,47;45,75;2213;6,3;0,00;0,00;0,14;0,35;1,19;4,59;0,00;0;20,33
53867;82,7;46,9;26,8;1,340;94,44;37,75;2235;6,3;0,00;0,00;0,14;0,84;1,13;4,65;0,00;0;20,33
53946;82,7;46,9;26,8;1,458;102,41;40,75;2223;6,3;0,00;0,00;0,14;1,34;1,15;4,65;0,00;0;20,33
54027;82,7;46,9;26,8;1,533;107,08;42,75;2230;6,3;0,00;0,00;0,14;1,77;1,15;4,65;0,00;0;20,33
54107;82,7;46,9;27,1;1,533;106,65;42,75;2240;6,3;0,00;0,00;0,14;2,26;1,17;4,72;0,00;0;20,33
54187;82,7;46,9;27,1;1,559;107,92;43,75;2265;6,3;0,00;0,00;0,14;2,75;1,19;4,74;0,00;0;20,33
54267;82,7;46,9;27,1;1,565;107,59;43,75;2271;6,3;0,00;0,00;0,14;3,27;1,19;4,76;0,00;0;20,33
54348;82,7;46,9;27,1;1,613;110,30;44,75;2266;6,3;0,00;0,00;0,14;3,76;1,21;4,29;0,00;0;20,33
54427;82,7;46,9;27,1;1,623;112,67;45,75;2268;6,3;0,00;0,00;0,14;2,44;1,15;1,19;0,00;0;20,33
54507;82,7;46,9;27,1;1,458;101,91;41,75;2289;4,7;0,00;0,00;0,14;1,96;1,15;0,82;0,00;0;20,33
54589;82,7;46,9;25,6;0,806;60,53;24,75;2294;0,4;0,00;0,00;0,14;1,58;0,92;0,70;0,00;0;20,33
54669;82,7;46,9;23,8;0,849;62,40;24,75;2224;0,4;2,71;0,00;0,14;1,32;0,92;0,70;0,00;0;20,33
54747;82,7;46,9;22,3;0,774;55,87;21,75;2185;0,4;3,24;0,00;0,14;1,10;0,84;0,68;0,00;0;20,33
54826;82,7;46,9;20,4;0,726;51,55;19,75;2155;0,4;2,94;0,00;0,14;0,88;0,84;0,92;0,00;0;20,33
54908;82,7;46,9;18,5;0,694;47,39;17,75;2107;0,4;2,63;0,00;0,14;3,53;0,82;4,47;0,00;0;20,33
54986;82,7;46,9;17,1;0,705;48,07;17,75;2078;0,4;2,33;0,00;0,14;3,75;0,78;4,65;0,00;0;20,33
55066;82,7;46,9;15,2;0,801;54,85;19,75;2023;0,4;2,40;0,00;0,14;3,97;0,82;4,72;0,00;0;20,33
55145;82,7;46,9;13,7;0,748;50,87;17,75;1963;0,4;2,67;0,00;0,14;4,19;0,76;4,74;0,00;0;20,33
55227;82,7;46,9;12,2;0,785;52,90;17,75;1889;0,4;2,71;0,00;0,14;4,41;0,78;4,76;0,00;0;20,33
55307;82,7;46,9;23,4;0,822;55,53;17,75;1799;0,4;4,81;0,00;0,14;4,63;0,78;2,30;0,00;0;20,33
55386;82,7;46,9;21,9;0,833;56,80;17,75;1760;0,4;4,51;0,00;0,14;3,24;0,78;1,23;0,00;0;20,33
55468;82,7;46,1;20,4;0,806;54,68;16,75;1725;0,4;4,20;0,00;0,14;3,02;0,74;3,22;0,00;0;20,33
55546;82,7;46,1;19,3;0,822;53,84;15,75;1651;0,4;3,90;0,00;0,14;5,64;0,70;4,68;0,00;0;20,33
55626;82,7;46,1;17,8;0,854;55,87;15,75;1590;0,4;3,59;0,00;0,14;5,86;0,72;4,74;0,00;0;20,33
55707;82,7;46,1;16,7;0,940;61,04;16,75;1547;0,4;3,28;0,00;0,14;6,08;0,70;4,78;0,00;0;20,33
55787;82,7;46,1;15,6;0,822;52,22;13,75;1488;0,4;2,98;0,00;0,14;6,30;0,64;4,78;0,00;0;20,33
55866;82,7;46,1;14,4;0,967;62,48;15,75;1422;0,4;3,28;0,00;0,14;6,52;0,74;4,80;0,00;0;20,33
55947;82,7;46,1;13,3;0,956;61,04;14,75;1365;0,4;2,98;0,00;0,14;6,74;0,70;4,82;0,00;0;20,33
56027;82,7;46,1;12,2;0,924;58,92;13,75;1320;0,4;3,28;0,00;0,14;6,96;0,66;4,82;0,00;0;20,33
56107;82,7;46,1;11,1;1,009;64,69;14,75;1288;0,4;2,98;0,00;0,14;7,18;0,70;4,82;0,00;0;20,33
56187;82,7;46,1;10,3;1,089;70,20;15,75;1266;0,4;2,67;0,00;0,14;7,40;0,72;4,82;0,00;0;20,33
56268;82,7;46,1;9,2;1,052;67,06;14,75;1242;0,4;2,37;0,00;0,14;7,62;0,66;4,82;0,00;0;20,33
56346;82,7;46,1;8,1;1,009;64,01;13,75;1215;0,4;2,06;0,00;0,14;7,84;0,68;4,65;0,00;0;20,33
56431;82,7;46,9;8,5;0,956;60,96;12,75;1184;0,4;1,75;0,00;0,14;7,01;0,64;1,37;0,00;0;20,33
56506;82,7;46,9;9,2;0,977;62,74;12,75;1150;0,4;1,45;0,00;0,14;6,83;0,64;0,80;0,00;0;20,33
56586;82,7;46,9;10,0;0,993;63,75;12,75;1132;0,4;1,18;0,00;0,14;6,64;0,62;0,68;0,00;0;20,33
56667;82,7;46,9;10,3;1,079;69,86;13,75;1113;0,4;1,18;0,00;0,14;6,46;0,68;0,62;0,00;0;20,33
56745;82,7;46,9;11,1;1,105;71,72;13,75;1084;0,4;1,18;0,00;0,14;6,28;0,68;0,61;0,00;0;20,33
56826;82,7;46,9;11,8;1,041;67,32;12,75;1072;0,4;1,18;0,00;0,14;6,09;0,68;0,59;0,00;0;20,33
56906;82,7;46,9;11,8;1,047;67,65;12,75;1067;0,4;1,18;0,00;0,14;5,91;0,62;0,59;0,00;0;20,33
56986;82,7;46,9;11,8;1,116;72,74;13,75;1069;0,4;1,18;0,00;0,14;5,73;0,64;0,59;0,00;0;20,33
57067;82,7;46,9;12,2;1,121;73,42;13,75;1059;0,4;1,18;0,00;0,14;5,54;0,64;0,61;0,00;0;20,33
57147;82,7;46,9;12,2;1,052;68,42;12,75;1055;0,4;1,18;0,00;0,14;5,36;0,64;0,61;0,00;0;20,33
57228;82,7;46,9;12,2;1,036;67,82;12,75;1064;0,4;1,18;0,00;0,14;5,18;0,64;0,59;0,00;0;20,33
57307;82,7;46,9;11,8;1,036;67,99;12,75;1062;0,4;1,18;0,00;0,14;4,99;0,64;0,59;0,00;0;20,33
57386;82,7;46,9;12,2;1,116;73,59;13,75;1056;0,4;1,18;0,00;0,14;4,81;0,64;0,57;0,00;0;20,33
57468;82,7;46,9;12,2;0,967;63,08;11,75;1056;0,4;1,18;0,00;0,14;4,63;0,66;0,57;0,00;0;20,33
57546;82,7;46,9;12,2;1,036;68,33;12,75;1057;0,4;1,18;0,00;0,14;4,44;0,62;0,57;0,00;0;20,33
57628;82,7;46,9;9,2;1,036;68,08;12,75;1060;0,4;0,51;0,00;0,14;4,26;0,62;0,59;0,00;0;20,33
57706;82,7;46,9;9,2;0,972;63,92;11,75;1043;0,4;0,45;0,00;0,14;4,08;0,62;0,61;0,00;0;20,33
57787;82,7;46,9;9,6;1,212;80,46;14,75;1035;0,4;0,41;0,00;0,14;3,93;0,66;0,62;0,00;0;20,33
57866;82,7;46,9;9,6;1,063;70,45;12,75;1025;0,4;0,38;0,00;0,14;3,79;0,62;0,64;0,00;0;20,33
57946;82,7;46,9;10,0;1,057;70,28;12,75;1027;0,4;0,31;0,00;0,14;3,64;0,64;0,70;0,00;0;20,33
58029;82,7;46,9;10,0;1,052;70,11;12,75;1029;0,4;0,27;0,00;0,14;3,49;0,64;0,76;0,00;0;20,33
58105;82,7;46,9;10,0;0,977;64,86;11,75;1028;0,4;0,22;0,00;0,14;3,35;0,64;0,96;0,00;0;20,33
58186;82,7;46,9;10,0;1,063;71,05;12,75;1016;0,4;0,18;0,00;0,14;3,20;0,64;1,66;0,00;0;20,33
58265;82,7;46,9;10,0;1,073;71,55;12,75;1009;0,4;0,14;0,00;0,14;3,05;0,64;0,92;0,00;0;20,33
58346;82,7;46,9;10,3;1,073;72,06;12,75;1002;0,4;0,10;0,00;0,14;2,91;0,64;0,74;0,00;0;20,33
58426;82,7;46,9;10,7;1,015;67,74;11,75;984;0,4;0,07;0,00;0,14;2,76;0,64;0,68;0,00;0;20,33
58506;82,7;46,9;10,7;1,089;73,42;12,75;983;0,4;0,04;0,00;0,14;2,61;0,61;0,66;0,00;0;20,33
58588;82,7;46,9;11,1;1,025;69,10;11,75;964;0,4;0,01;0,00;0,14;2,47;0,59;0,66;0,00;0;20,33
58666;82,7;46,9;11,1;1,127;75,96;12,75;950;0,4;0,28;0,00;0,14;2,32;0,61;0,66;0,00;0;20,33
58746;82,7;46,9;12,6;1,057;71,38;11,75;934;0,4;0,26;0,00;0,14;2,17;0,62;0,66;0,00;0;20,33
58827;82,7;46,9;13,3;0,977;65,79;10,75;928;0,4;0,23;0,00;0,14;2,03;0,61;0,68;0,00;0;20,33
58907;82,7;46,9;13,0;1,057;71,72;11,75;929;0,4;0,20;0,00;0,14;1,88;0,62;0,66;0,00;0;20,33
58986;82,7;46,9;13,3;1,148;78,08;12,75;925;0,4;0,17;0,00;0,14;1,73;0,61;0,68;0,00;0;20,33
59066;82,7;46,9;13,0;1,057;71,89;11,75;927;0,4;0,15;0,00;0,14;1,59;0,62;0,70;0,00;0;20,33
59146;82,7;46,9;13,0;1,143;77,74;12,75;929;0,4;0,12;0,00;0,14;1,44;0,64;0,74;0,00;0;20,33
59226;82,7;46,9;13,0;1,137;77,83;12,75;928;0,4;0,09;0,00;0,14;1,30;0,62;0,82;0,00;0;20,33
59306;82,7;46,9;11,5;1,121;76,56;12,75;943;0,4;0,05;0,00;0,14;1,15;0,62;0,90;0,00;0;20,33
59386;82,7;46,9;11,5;1,105;75,71;12,75;954;0,4;-0,29;0,00;0,14;1,00;0,64;1,19;0,00;0;20,33
59466;82,7;46,9;11,1;1,089;74,69;12,75;966;0,4;-0,34;0,00;0,14;0,86;0,62;1,91;0,00;0;20,33
59547;82,7;46,9;10,7;1,100;74,10;12,75;974;0,4;-0,39;0,00;0,14;2,72;0,64;3,51;0,00;0;20,33
59627;82,7;46,9;10,7;1,095;73,84;12,75;978;0,4;-0,44;0,00;0,14;2,86;0,62;3,75;0,00;0;20,33
59707;82,7;46,9;10,7;1,100;73,59;12,75;981;0,4;-0,47;0,00;0,14;3,01;0,62;1,46;0,00;0;20,33
59786;82,7;46,9;10,7;1,100;73,93;12,75;977;0,4;-0,51;0,00;0,14;2,58;0,61;0,94;0,00;0;20,33
59866;82,7;46,9;10,7;1,100;73,93;12,75;976;0,4;-0,55;0,00;0,14;2,44;0,62;0,84;0,00;0;20,33
59946;82,7;46,9;11,1;1,111;75,03;12,75;962;0,4;-0,58;0,00;0,14;2,29;0,61;0,84;0,00;0;20,33
60027;82,7;46,9;11,1;0,951;63,75;10,75;958;0,4;-0,61;0,00;0,14;2,15;0,57;0,88;0,00;0;20,33
60108;82,7;46,9;11,5;1,127;76,39;12,75;945;0,4;-0,33;0,00;0,14;2,00;0,64;0,92;0,00;0;20,33
60188;82,7;46,9;14,1;1,073;72,83;11,75;915;0,4;-0,36;0,00;0,14;1,85;0,64;1,02;0,00;0;20,33
60267;82,7;46,9;14,4;1,164;79,18;12,75;912;0,4;-0,38;0,00;0,14;1,71;0,62;1,02;0,00;0;20,33
60345;82,7;46,9;13,7;1,068;72,57;11,75;918;0,4;-0,39;0,00;0,14;1,56;0,61;1,02;0,00;0;20,33
60428;82,7;47,6;13,0;0,972;65,70;10,75;929;0,4;-0,42;0,00;0,14;1,41;0,59;0,98;0,00;0;20,33
60507;82,7;47,6;12,6;1,047;71,30;11,75;935;0,4;-0,46;0,00;0,14;1,27;0,61;0,90;0,00;0;20,33
60586;82,7;47,6;13,7;0,977;66,21;10,75;923;0,4;-0,48;0,00;0,14;1,12;0,59;0,90;0,00;0;20,33
60666;82,7;47,6;14,1;1,063;72,66;11,75;917;0,4;-0,50;0,00;0,14;0,97;0,61;0,84;0,00;0;20,33
60747;82,7;47,6;14,4;1,068;73,33;11,75;909;0,4;-0,51;0,00;0,14;0,83;0,62;0,76;0,00;0;20,33
60828;82,7;47,6;14,4;1,159;79,52;12,75;908;0,4;-0,52;0,00;0,14;0,68;0,64;0,70;0,00;0;20,33
60906;82,7;47,6;14,1;1,068;73,08;11,75;912;0,4;-0,54;0,00;0,14;0,53;0,59;0,66;0,00;0;20,33
60987;82,7;47,6;13,7;1,057;72,83;11,75;915;0,4;-0,56;0,00;0,14;0,39;0,64;0,66;0,00;0;20,33
61066;82,7;47,6;14,8;1,068;73,59;11,75;905;0,4;-0,58;0,00;0,14;0,24;0,59;0,68;0,00;0;20,33
61148;82,7;47,6;15,6;1,079;74,10;11,75;899;0,4;-0,27;0,00;0,14;0,09;0,62;0,72;0,00;0;20,33
61226;82,7;47,6;15,6;1,175;80,46;12,75;897;0,4;-0,27;0,00;0,14;-0,05;0,62;0,78;0,00;0;20,33
61306;82,7;47,6;15,2;1,159;80,20;12,75;900;0,4;-0,27;0,00;0,14;-0,20;0,62;0,78;0,00;0;20,33
61387;82,7;47,6;14,1;0,967;66,81;10,75;914;0,4;-0,59;0,00;0,14;-0,34;0,61;0,78;0,00;0;20,33
61466;82,7;47,6;13,0;1,041;71,98;11,75;926;0,4;-0,62;0,00;0,14;-0,49;0,61;0,78;0,00;0;20,33
61547;82,7;47,6;14,1;1,052;73,08;11,75;912;0,4;-0,63;0,00;0,14;-0,64;0,59;0,76;0,00;0;20,33
61628;82,7;47,6;14,8;1,057;73,76;11,75;903;0,4;-0,64;0,00;0,14;-0,78;0,61;0,86;0,00;0;20,33
61707;82,7;47,6;15,9;1,073;74,52;11,75;894;0,4;-0,33;0,00;0,14;-0,93;0,61;0,96;0,00;0;20,33
61786;82,7;47,6;17,4;0,999;69,10;10,75;884;0,4;-0,32;0,00;0,14;-1,08;0,59;1,11;0,00;0;20,33
61867;82,7;47,6;17,4;0,993;69,10;10,75;884;0,4;-0,31;0,00;0,14;-1,22;0,57;1,02;0,00;0;20,33
61946;82,7;47,6;18,2;1,009;70,28;10,75;869;0,4;-0,28;0,00;0,14;-1,37;0,62;1,48;0,00;0;20,33
62026;82,7;47,6;17,8;1,223;84,53;12,75;854;0,4;-0,26;0,00;0,14;-0,71;0,64;3,22;0,00;0;20,33
62106;82,7;47,6;18,2;1,207;83,42;12,75;865;0,4;-0,24;0,00;0,14;-0,56;0,62;4,55;0,00;0;20,33
62187;82,7;47,6;14,4;1,148;79,52;12,75;908;0,4;-0,54;0,00;0,14;-0,42;0,62;4,67;0,00;0;20,33
62266;82,7;47,6;11,5;0,940;64,86;10,75;942;0,4;-0,57;0,00;0,14;-0,27;0,59;4,72;0,00;0;20,33
62347;82,7;47,6;11,1;1,009;69,69;11,75;956;0,4;-0,92;0,00;0,14;-0,12;0,59;4,76;0,00;0;20,33
62426;82,7;47,6;11,8;0,945;64,86;10,75;942;0,4;-0,64;0,00;0,14;0,02;0,57;4,78;0,00;0;20,33
62507;82,7;47,6;13,0;0,961;65,70;10,75;930;0,4;-0,67;0,00;0,14;0,17;0,59;4,78;0,00;0;20,33
62587;82,7;47,6;14,1;1,063;73,25;11,75;910;0,4;-0,68;0,00;0,14;0,32;0,62;4,80;0,00;0;20,33
62666;82,7;47,6;14,1;1,153;79,10;12,75;913;0,4;-0,70;0,00;0,14;0,46;0,62;4,80;0,00;0;20,33
62747;82,7;47,6;13,7;0,977;66,72;10,75;916;0,4;-0,71;0,00;0,14;0,61;0,57;4,76;0,00;0;20,33
62826;82,7;47,6;11,8;1,041;71,13;11,75;937;0,4;-0,75;0,00;0,14;0,76;0,61;4,74;0,00;0;20,33
62907;82,7;47,6;12,6;0,961;65,28;10,75;936;0,4;-0,78;0,00;0,14;0,90;0,61;4,76;0,00;0;20,33
62987;82,7;47,6;13,0;1,047;71,47;11,75;932;0,4;-0,80;0,00;0,14;1,05;0,61;4,80;0,00;0;20,33
63066;82,7;47,6;12,6;1,132;77,40;12,75;933;0,4;-0,84;0,00;0,14;1,20;0,62;4,82;0,00;0;20,33
63146;82,7;47,6;11,8;0,961;64,94;10,75;940;0,4;-0,88;0,00;0,14;1,34;0,61;4,82;0,00;0;20,33
63225;82,7;47,6;11,1;1,031;70,20;11,75;949;0,4;-0,91;0,00;0,14;1,49;0,62;4,82;0,00;0;20,33
63305;82,7;47,6;12,2;0,967;65,11;10,75;938;0,4;-0,94;0,00;0,14;1,64;0,57;4,82;0,00;0;20,33
63385;82,7;47,6;11,8;0,967;65,11;10,75;938;0,4;-0,97;0,00;0,14;1,78;0,59;4,82;0,00;0;20,33
63467;82,7;47,6;14,1;0,988;66,81;10,75;914;0,4;-0,99;0,00;0,14;1,93;0,59;4,82;0,00;0;20,33
63546;82,7;47,6;14,8;1,004;67,32;10,75;907;0,4;-1,01;0,00;0,14;2,08;0,57;4,84;0,00;0;20,33
63625;82,7;47,6;15,6;1,009;67,82;10,75;900;0,4;-0,70;0,00;0,14;2,22;0,57;4,84;0,00;0;20,33
63707;82,7;47,6;15,9;1,009;67,82;10,75;900;0,4;-1,02;0,00;0,14;2,37;0,61;4,84;0,00;0;20,33
63787;82,7;47,6;14,1;0,999;67,06;10,75;911;0,4;-1,03;0,00;0,14;2,51;0,61;4,84;0,00;0;20,33
63865;82,7;47,6;15,6;1,020;67,99;10,75;898;0,4;-0,73;0,00;0,14;2,66;0,59;4,84;0,00;0;20,33
63947;82,7;47,6;14,8;1,191;79,78;12,75;905;0,4;-1,04;0,00;0,14;2,81;0,61;4,84;0,00;0;20,33
64026;82,7;47,6;14,1;1,004;66,98;10,75;912;0,4;-1,05;0,00;0,14;2,95;0,59;4,84;0,00;0;20,33
64106;82,7;47,6;13,3;1,164;78,08;12,75;925;0,4;-1,07;0,00;0,14;3,10;0,61;4,84;0,00;0;20,33
64186;82,7;47,6;12,6;0,983;65,62;10,75;931;0,4;-1,11;0,00;0,14;3,25;0,59;4,84;0,00;0;20,33
64266;82,7;47,6;11,8;0,988;65,28;10,75;936;0,4;-1,15;0,00;0,14;3,39;0,59;4,84;0,00;0;20,33
64345;82,7;47,6;13,0;0,988;65,53;10,75;932;0,4;-1,18;0,00;0,14;3,54;0,57;4,84;0,00;0;20,33
